value_id,value_type,value_content
val-sha256-17a28c87f1039b041231aaa8f82ff935cab7fd81a31bc70af4c3d33fc3541b2e,author_name,Louise Baird
val-sha256-69728f2e42374e839939d20ac01e7229f960091c1471500b2442e84f2ee5548e,author_name,RICHARD BRIAN DAVIS
val-sha256-77105849ebffb95ebcd9d0bdf958528f86167e764aaf0fed354616adf2e3b7c9,author_name,[M.W.F.S.]
val-sha256-048f46d7189b8cd70c2eaebb78667c16df2fe74cb967e38abced61a567ff13ab,author_name,DAVID A. PAILIN
val-sha256-010163d784b63c96817f8bda9f8093472d95ff46fea7154ad00d6ada1cba089a,author_name,H. VAN DEN BEDEM
val-sha256-5fe35ef3aeaf58cdb14f2ee142d3767179e971a7aed04e21e8448a0f974fea77,author_name,N. CHERNOV
val-sha256-cfd816d49d3b82e6d47cc4900301a9df57a39954e0867f5f26e779f30d0e2905,author_name,A. LEIBMAN
val-sha256-e5354f6fcbc1da97daae56b224922a457417927f6f462029f1d11e27a2a8c9bd,author_name,SERGEY NESHVEYEV
val-sha256-1cf113098f86e1ef838f382856f638ffcffc7a29a8ecd83b731a11e518b5c085,author_name,ERLING STØRMER
val-sha256-08a9e8592fcba21086b9855bdc7e13c6a191496a03b6ad40f008064884c45e5e,author_name,FERNANDO OLIVEIRA
val-sha256-a9c410cb8c0c836edbff12b5913c1d03dde5278e1b318cdcf500c6694437a4aa,author_name,ANTHEA TINKER
val-sha256-f219009049f4930843e94e1225ba9b30bb31febcff5811ef51c1fd560774275d,author_name,WENDY HULKO
val-sha256-4a977f47bb22b0dc879ca01a5c4d459e9e1c1b93a59985d1847aeebcb190c5f5,author_name,Jason Middleton
val-sha256-c6880a97b570bb71cda7e754f38faba4ff3dbc5dde326bb1756a44ebce94f5db,author_name,Roger Beebe
val-sha256-633840c5e4c9b2a18fe300d685d3281467460537b82dbaf49f9b372a9c7d2bed,author_name,Patricia Friedrich
val-sha256-0725bb1576cd77ee3b71f7dd26ddb25d9c29ed10908c38d5a97202a0c1e443fd,author_name,Bettina M. J. Engelbrecht
val-sha256-638a409eb30ca843549f64f2ac5a89af9ec27a98bca569d82a48fdce952bb442,author_name,S. Joseph Wright
val-sha256-347ade8642f7ed86c92663cc014acd4e83d39ba73587fd7cddb6d9a32e8e89f4,author_name,Diane De Steven
val-sha256-c1cf59f1e1e3ec6cba5ad9e10fb95c24f061a6a6175650234fc3d7b8980b5282,author_name,Kwok Hon Kai
val-sha256-d16f35277d3847f77be56dc9c17bb7bdfd378ae2baa1e3409eada864ef90c2f5,author_name,Richard T. Corlett
val-sha256-4f94bd5b36896b3a49123ebacfc1cab5202429629e4c2e37d5a680bee93411ec,author_name,ANGELIKA WITTEK
val-sha256-7a96c51d72ff3d33ef24f7c4a9f3e1c47bd83cf5cf10134686c78b17d12a0298,author_name,MICHAEL TOMASELLO
val-sha256-3fcecd75b2f57995393447ad33b0ed131917c2a468424059ff69f485df5cd273,author_name,Ludovica Serratrice
val-sha256-d904a9e2e20ab49dd8daeead46b0574e1f5bf74f7075f0e84bdc4f28ad95e79d,author_name,CHRISTIAN BOHR
val-sha256-6021018044aebf0cdfe509136cfeba489ab412b997d3afb50012c9ff0a13f34b,author_name,YUN MYUNG OH
val-sha256-bb8e81c955e5efefbab2e0241bde8c700cfda44877cb2d83da954591e8ec2398,author_name,ZHENG JIAN-HUA
val-sha256-7997bcd9a70244e334073d83e72c5f207a3dd5938ca6af6665dbaccde384b76b,author_name,Walter F. Blanchard
val-sha256-a2745f5861faa39535d0e736341a5eafb9e01ba2daea043530bbaf84f10775a4,author_name,A. T. C. Millns
val-sha256-e2a4e66451a9833aeed3720aa541f9780bf0de82dd49097c10fbb8a8dccf6ed6,author_name,Mark A. Cochrane
val-sha256-9698c6f5becf1d15cf19b5901423f0ea31d5394b6324e21884b665d7ebb572e9,author_name,Ruth Defries
val-sha256-08307554202acddfa8f7fc76da9fd902534458ca86b445e60c08dc5ad379d88b,author_name,D. M. Rowell
val-sha256-e092079ee633bd1629a397b811d6c3933d81d8766d52be0e334d50a59c433297,author_name,M. V. Rockman
val-sha256-55f06021ee59543aa2c59056f16c901a6c658069b0de544e5244e15f53330d18,author_name,N. N. Tait
val-sha256-88ca9d2a8cae8f6be528b1b255e4bb2dc5684319859ca3899302e847cf904f05,author_name,Ron J. Deckert
val-sha256-f51fcdadf996a79b7a2459bcc6fa8d9811e7768b7ed9298acd6a7c4780d4ff78,author_name,Tom Hsiang
val-sha256-5336b861237665b00a802433593c17fe8ddfebe7fe1f779a8d874250ba12a102,author_name,R. Larry Peterson
val-sha256-2ebc129bc4fb7d512112f47b6029b9f101b4716b93cff17d8f8327d487fe28b8,author_name,Steen Arnesen
val-sha256-d3201af085535fb3d68243279c4aedb4aed9bc38a4fd8865972fd57789b042a6,author_name,Susanne H. Eriksen
val-sha256-7d52e4ce285aacd464a0d94bbe4ea9bbfbabe45ced5d01ca1fcc24922d5c2f2f,author_name,Jørgen Olsen
val-sha256-0c58b81ce9460aea9e7b168bd895ea2ccc25421abde38bb213829947a4a24041,author_name,Bo Jensen
val-sha256-7c77ae0048ef89b9996d03ea570b0e045dacb702f5bc8bf1f38b4bf8b489dc6c,author_name,LAURA BASINI
val-sha256-435b4867b6871fc67baf28723ec6bdc7c8be19c75310a692ff895398040742d5,author_name,IÑAKI IRIARTE-GOÑI
val-sha256-b11d3173cecbc23fd6539399d33a2af56105b8f05aedf6457cff7687870eff03,author_name,Roger Wells
val-sha256-a74aa64677c58f2b64eb6e04e1c3321bafdc9391dbb6c9d29fe6bc85a079c7f1,author_name,David Hey
val-sha256-88ab3ad2830a5e781159a8ae2ad53af043973bbfca75f785e2f4ad093cbfe981,author_name,Tony Street
val-sha256-4cf99289e66db6e431f8b11d1f525414112320622816310289c45896b06e5041,author_name,Julia María Carabaza Bravo
val-sha256-1e33b42e3e5589fd9aaa4b60870221f63f7fdcd8c58bfe6844a7c3b9fd95e1f6,author_name,USCHI FELIX
val-sha256-32280e3b10796570a30ec3d11d365130905c1074353a8441bc5152fd73403805,author_name,MARIE J. MYERS
val-sha256-23d703c1aa7d251d48ec86010d942122a11d8500c56b67fd22a3b07e31eda2a8,author_name,GERTRUD AUB-BUSCHER
val-sha256-0855ccbca5b8dfb277292beb828312c8a1d541f32bb76437ae250129e79a7875,author_name,B. COURCELLE
val-sha256-54576d9ed6c44bf8e412b1dd0630a483598afdd3ac90a8a1c513daa9ebbb5717,author_name,J. A. MAKOWSKY
val-sha256-a2ce3e076132004c28d46a5a8cbbb3ec05efba2883a9fcb918f5c31c637470bc,author_name,B. OXELMAN
val-sha256-ef2ced7918a9fcb4f35fba2707788bb174cee7e8cac29022908bcd83eb390149,author_name,B. AHLGREN
val-sha256-4bc7fb16418dece409f0b4dd3b2b595e7aab49557ba1ee484ce800211156ef54,author_name,M. THULIN
val-sha256-c8802b497fc1ec3ab198dacda418cb2e079b39883b0e0967709e1de755d6f2eb,author_name,W. TAKEUCHI
val-sha256-b4648e1a75108fe0084f12c9fac85050618ff4960685fac7ec3a45aa02407d21,author_name,K. FUJIKAWA
val-sha256-76b0d20bce7f02d9ddb2c58f4ead6944bda94b13007fc55220870c89341effa6,author_name,H. OHBA
val-sha256-1693721fede9b7697e7c45e3f6ac9953cb31bad5cb2aad40b6f2772276dad1c0,author_name,S. TERZIOĞLU
val-sha256-13bfc6c107e907ff0162aac26619e603449d883f56359a259e2839dc18ce6153,author_name,R. I. MILNE
val-sha256-da84aa00c45906db3860905ba3a3fbaf24e081cc155e19d58f1fca385b5d847f,author_name,K. COŞKUNÇELEBİ
val-sha256-0580b341b65dcd974b49b303ec287f6f2cf0116137b6c6c64e8103a9e55d8625,author_name,O. BEYAZOĞLU
val-sha256-802fd8e6f6e926f58ca72f9abcf0a69703cfb350e2a67736f3928ac301ec48f2,author_name,O. M. HILLIARD
val-sha256-59f9469be739faffb53e6a1f664ab61080b582ea7eeda46ef7d6a7e3b17714aa,author_name,B. L. BURTT
val-sha256-5aea9e915553c2744c1c3c9c50c872d70ed6dbacd4cf10eb55e4836ea077d78e,author_name,J. SPRENT
val-sha256-dcfb7e8d74bfcbff0da543101c952badb2910ebd5840b53814c430329b0ba725,author_name,R. M. BATEMAN
val-sha256-65c58c1c12975e10d14eb7b211666d3175e2abc505715de65e949985fc0f6247,author_name,Fréderic Sojcher
val-sha256-4d6e3ed1160a12234ff9b8ad59570c4191eaf1494a9c1a85a90aab3664b85f8e,author_name,CR Murphy
val-sha256-db7784164f60cad134dbba4c397e46552367d16006031b1a2cc58fa3be7fc2f4,author_name,GT Kovacs
val-sha256-4cc1d019d64fd7d2b20e348daf74ed2068bdb7c4ec6e5d5a621a93cb100c612d,author_name,A Rapkin
val-sha256-c9b6e1ced407a5de790206442fea04766fd1b9023acdcf46bc2371d743dc1e8e,author_name,J Mikacich
val-sha256-8a99510b0c9a86e5281cd21a18c59af2518d2944a6fa5b157f8c0016af05ad1a,author_name,COLIN COOPER
val-sha256-187d69e1af045402b2e95451c548edb32b69c324d79c367aebdffa1f3eab223b,author_name,ALAN FRIEZE
val-sha256-b55071f758d7ce4983c838ba4a59f4b493c11d4eed7e330a08ab8f3641dd9839,author_name,BRUCE REED
val-sha256-144cc11e9e7197fa98640ea6e4ece789420628e250e9e2b19b9f470d0ef1f987,author_name,Jenny A Westgate
val-sha256-fbb973e102759bf37e61c1bbcfcbd5c405daaf21744b711a7b04f9a80663e7a8,author_name,Laura Bennet
val-sha256-d52a0986528293b1cb27ea8264e5f3a1ea909be04b44c2affbf43618331fad6b,author_name,Alistair Gunn
val-sha256-2f65fd27487d771c79bcf373e753a1b45b9f35a4a229c20701d8f06b29a7ae7f,author_name,GERALD T. KRAFT
val-sha256-9804652c5ab002d599d98d859a70d803e4e35c48b74de78d44c29544b63759c7,author_name,ISABELLA A. ABBOTT
val-sha256-e1bc2b815b49c1d541a6b211530b5ff985538b29a1b858be8604d8ee0da64fd1,author_name,LUISA ORSINI
val-sha256-28ba689ff3fc1d2807b11ac5a0b6fe3c6191cd0c2bc969d6be4a29228b74e8e5,author_name,DIANA SARNO
val-sha256-dd7fdad3aa2ade65a345c119d3756910ad60ffd5567a37fbd9c0ca1c6f1a2502,author_name,GABRIELE PROCACCINI
val-sha256-221706cd439511b4494237df09e488ac046f4fe6d09a16070cff376b07697464,author_name,ROBERTO POLETTI
val-sha256-4b7219720999a2d832e72ab6f9afd7c6e6b4e04ec714613e3aaac2bd5ff617f1,author_name,JENS DAHLMANN
val-sha256-698f45ba206151ab33b7da9294981207dd00e76eebc261a0f791bfba431ea109,author_name,MARINA MONTRESOR
val-sha256-873b3f8af3374e2197d74b2f1b542f0ef80e5263e4431fb48d753916ff490551,author_name,J. A. COYER
val-sha256-9a059851cd5112bf02b549462c91a28e6d3d9e8fce0b2584fa7f220d14c51111,author_name,A. F. PETERS
val-sha256-48864ebabb9c8b9ee8e291e6ad7953ea9e96ad3cb4250776832912566c625f7d,author_name,G. HOARAU
val-sha256-ae647fefda37e226f42b462b9f067c83b4ba54e60ec2e74fdcc1f5d7f4ab18d4,author_name,W. T. STAM
val-sha256-9af45d792efbe04de175dd043d77edebe8814156b4ef31368d1b4bb239d50dcf,author_name,J. L. OLSEN
val-sha256-e411b7601fb873749bd64ea64a8f67c8d3dc46ad6229511b72038eba474da014,author_name,Youn-Jeong Lee
val-sha256-f3257cbcb1ab1a8da0ef67830bb3ca6319c442519cfe77d427adcffff0f9bd25,author_name,Bong-Ki Kim
val-sha256-d662f3a4a061a9f1524a31e442dcdee75e5b862819045a464bbdb2f82ba97bef,author_name,Xiang Shun Cui
val-sha256-07bd9a1eb654b49e0481f0df02ab7eff759c41f07b2e5a3c4cb407b5d36cc216,author_name,Nam-Hyung Kim
val-sha256-d45fda9e7efbff942938d006d584bffe8f43b4ebc1b266820967bb7aac3aa6a3,author_name,RIMANTAS PUPLESIS
val-sha256-02e459b36e1bf6ba8d286278ad32c91f4a5707244716e8d054c470926e432938,author_name,ARUNAS DIŠKUS
val-sha256-77910bf8f633b8de49f5ecd07f4c0a8b3d51c90ba0b429a81fb6a57c23e553f3,author_name,GADEN S. ROBINSON
val-sha256-072d3f6c03f5cae467222f5c38897d9c34b32c9a89d66b8fde418ecc0a20ca50,author_name,GIOVANNI ONORE
val-sha256-31295be0b17cb6ee82fffede720b0fa317daf2c93dd7f74fc50b21e2a0fa29df,author_name,L. E. POPOV
val-sha256-57c0f9882bb08fabf8657908b0bb9b53a28ac4e81687fb88e9a43146a4399196,author_name,L.R.M. COCKS
val-sha256-7d8147a3e9aed01b1a835e1ec6b879c27263cdb2ede0cba6f9f6ac90669bfe25,author_name,I.F. NIKITIN
val-sha256-2a02e09ad884f9a4c2f303f0b5285a831d4f0ecb8867cae621068fa663d453a9,author_name,WONCHOEL LEE
val-sha256-469f4eb703c2049e7bf9de67e51540798b4c1464f1625f53ac763246059fbb12,author_name,RONY HUYS
val-sha256-1f996cb9ef596321ed4d90ffc7ba6abe22757632fc76e0eb91dd646541041a23,author_name,GILLES JACOUD
val-sha256-19370894e95cc959968cabd7fe202163c0cdf65041c124df329ee7f4645657aa,author_name,VERA ZIEGELDORF
val-sha256-38e8babeda859f17b414cf61645234ede22b2cae4fb786144b4d3d909f441726,author_name,PAUL MURDIN
val-sha256-43c9e5ca838ac66a83fb49de2feaded0bc2d039d8e5246b6b9822432433824c3,author_name,Ronaldo Serôa da Motta
val-sha256-bd90d5d70fabfa5f146cde79d2a1a94d08e54fb5209f18e8f9e293162b16956a,author_name,Richard S.J. Tol
val-sha256-38153b167cf03d210f74342a3a5968b9c9ff0e9ba2b41de505019664915158e7,author_name,Alan Brookes
val-sha256-0851064fda75a7da21a2cb9740e6ab9800971aa974ec0f648384caf48cebfa53,author_name,Steve Redpath
val-sha256-0fb742fe9135dd9e3621a8ed499d115dfa07bcf936502655f56f19294938e92c,author_name,Arjun Amar
val-sha256-7538e6a6cf9c7e164072573ffc927b8b488f5a52c91462b3d1529a9cf1e21c08,author_name,Mike Madders
val-sha256-b58432fbac9cae0eb94bd807e239fda8ad9b3242787b6ddb7eb75f7ad1949bf7,author_name,Fiona Leckie
val-sha256-031811051ed5947dc05c16c049559b22856394e05e6bf8bed742d8095ec60d12,author_name,Simon Thirgood
val-sha256-8b481ef1b5568b1ed38416270d941d194f1b1d33ffe658e69f8bd1e8518e7ba4,author_name,T. PIZZARI
val-sha256-785fb252b045ac788f10de3ae4ce2b10dc905e8aee0c8ba7a45c7f16be403534,author_name,T. R. BIRKHEAD
val-sha256-263e60b19114b72aa8f112a7832274ecf9d0b3a8fafbafa438e179b540b9eec5,author_name,Ian Marsh
val-sha256-05e56b36b12ad16fe260d20e0b7474aa01e32bc1556ec15e13686a7a5df5960f,author_name,Frances Rosenbluth
val-sha256-44050c8a4abe75cf91f1c9aa3fc043fa791b742ddd5cf6a3be8aa564cf31630f,author_name,Jun Saito
val-sha256-b90f1e8b3b7521fd16d0ada12b2c7b5f2f8027ce8a0966f3e23366eea6855d8e,author_name,Simon Duncan
val-sha256-7bfc202258e11c48314e84d1a0300914d65ee6492cf9e8fd42822d0d8f3eb0fe,author_name,Darren Smith
val-sha256-1bcb81b0ec2d2166d3fc38b94889eeffc1659801ad2ba94524773adaf86d6478,author_name,Peter Taylor-Gooby
val-sha256-551ab8ba2f8d2d333b1aeb80887337aa401924721a6e81e269e90e3818a7fb35,author_name,Giuliano Bonoli
val-sha256-5aeef2cce560a460e0f4759ba50060c1422bb47c6488c3f1f7c27a02d8b05f89,author_name,Martin Powell
val-sha256-0daf59a54700c4b5a83110c5f8a660d583559232c31e7166e30f6e1ebd171f06,author_name,Lisbeth Lundahl
val-sha256-f3d7a12596513d7fda4c01abb53d921ec91497c145110d0a68def9cba3f08a94,author_name,Natasha D. Popovich
val-sha256-df7a693cfa50bbfe1cef3392d1c5d40444b56a881f9dd4864cd7fa64afd3b6af,author_name,Sze-Shun Wong
val-sha256-1f2cefc239f844885e0e7f854c4ce49d00a521b5f9b238d366278109aafb9580,author_name,Brian K. H. Yen
val-sha256-fd6b425ab20759d6b7e7031ff1dc694ba9d3b6413e2e8eee195eccaa8572dc7b,author_name,Hyo-Young Yeom
val-sha256-73c31b479cf41443f871148c0b4c352b2ef72cda7b58e9d284a5fd654510094c,author_name,David C. Paine
val-sha256-f8e761d9ad3843afd81d25e1f628a63210b41a92453d6d65eab336b40ecdbeb2,author_name,Stewart K. Griffiths
val-sha256-17bd302478025cde8c39316be02ef9be1de8973620b7c7787c5c7673f01d09a8,affiliation,"Sandia National Laboratories, Livermore, California 94551-0969"
val-sha256-d1c6c7f434ad3f35d643fb993e232f3ebbf528af48067989a223c53915f888e8,ror_id,<NULL_ROR_ID_CONTENT>
val-sha256-5c4ca9b4c2a8cedd26b746b8831b5eebaa389a59bc4df581008bd382790464ef,author_name,Robert H. Nilson
val-sha256-991c5527c1b15a1685e23651288fb9fa23b83575f81c49602533b97d8b56b0a7,author_name,G. Juárez-Martínez
val-sha256-7ee5234749ff18db975a82e601e8a5635bad9f8f29e766b82a03d6d152c1fb66,affiliation,"Department of Electronics, Rankine Building, University of Glasgow, Glasgow G12 8LT, U.K. and Department of Chemistry, Joseph Black Building, University of Glasgow, Glasgow G12 8QQ, U.K."
val-sha256-60f5eb5325af73799ee8af73909598703ae311b37e7571083843c473a6c36ea5,author_name,P. Steinmann
val-sha256-2c835303473ae661ad426d5b6bb73502da9cdc5055bbf3f80051048974e195e3,author_name,A. W. Roszak
val-sha256-f11ba1b0ee4caac1b8a08e8c312aed3ce75782635dc20cc1e713b7df50477092,author_name,N. W. Isaacs
val-sha256-524e16416c0e1dcd278b110eef4d1d50850f408150070fae3006a34cd16d9555,author_name,J. M. Cooper
val-sha256-add69977b11760fbf660d67c416211f13339df7b153f6845273c983c54e33260,author_name,A. Marie
val-sha256-9c00b441282339243347c3b3f73f9ef8a6479c827567c51b43085d322742647c,affiliation,"Laboratoire de Chimie Structurale Organique et Biologique, CNRS,UMR 7613, Université Pierre et Marie Curie, 4, place Jussieu, Paris Cedex 05, France"
val-sha256-2d60da32c52898760a8318141b5ef3035e4c394d7fa71c66118bcaf8f383d090,author_name,F. Fournier
val-sha256-079a2186f0f26642e0c353fdaba674c1074ec044cd3f3a82853db0027e9db38f,author_name,J. C. Tabet
val-sha256-0b1a6aff53de5ad7b95ce88afc6905a16ce7e00619c664a5a4d8cc255055e71d,author_name,B. Améduri
val-sha256-3b548c84e397da1ab6a473dc44be7f626b1038f515976bb987570fa072fdd799,affiliation,"Laboratoire de Chimie Macromoléculaire, UMR 5076, CNRS, Ecole Nationale Supérieure de chimie de Montpellier, 8, Rue de l'ecole Normale, F-34296 Montpellier Cedex 5, France"
val-sha256-0e5334eb247292fb2125184eb144a4ee7b68599096268da179c540da0c8f67e6,author_name,J. Walker
val-sha256-4e100b81850dc98fab98d7e9cf93da4dd74c2a6e1829ff5d185dde057a5d5298,affiliation,"Atofina, Centre de Recherche RhôneAlpes, Rue Henri Moissan , B.P. 63, 69493 Pierre-Benite Cedex, France"
val-sha256-dd0c19b158c12a2e742e65121a60c838bc20d2d8aafeb92e928aae25d733fb0a,author_name,O. A. Sadik
val-sha256-c38438c00a68bcaf703f4a2d219f9e827112030bfd4008bf887b37305c337a53,author_name,H. Xu
val-sha256-1b37daa01ba0506347da1b5292b0085a9f3d9e540a01f4819d46bcad4aaa5b43,author_name,E. Gheorghiu
val-sha256-8ee1dd8266b9c96d14b41c887e14ce979ae866e915cdbf2e559670b131d2d340,author_name,D. Andreescu
val-sha256-6fe900628b3cfb62f9bf13443711eb96d0bc0b45be3eeabe418f949356fa9c09,author_name,C. Balut
val-sha256-f4a867ca02cae60a24bedc370a1a06e16ea967cd471ffb7427798d142d156130,author_name,M. Gheorghiu
val-sha256-e2cfa788c0ce76cebd4d05bd348701f54af2af9352e96dd56072a2b1cdf24c40,author_name,D. Bratu
val-sha256-f63271665b5cd54885a3b7e30056c55bb0627e596d70af1a23be1bc8e1d269fc,author_name,Fa-yun Che
val-sha256-6c4d50923d3d3ab6c262240f0d4046d5761e149c33d1e27416e41b06f56b94df,affiliation,"Department of Molecular Pharmacology, Albert Einstein College of Medicine, Bronx, New York 10461"
val-sha256-58c62f027e24f392d3cc95ab9e4ed8a945ecd884514c3a644d8f5a9045578006,author_name,Lloyd D. Fricker
val-sha256-79e0ede0ef1a044bca462358272a959fe3b8b25002bef47fc7a1830689d1fe7c,author_name,Achille Cappiello
val-sha256-adbd2884c4b627fc377267df6d20b3eed2f99a7c7f25f0a292823989f51bc256,affiliation,"Istituto di Scienze Chimiche “F. Bruner”, Università di Urbino, Urbino, Italy"
val-sha256-994691865c87ed68ff90bf73278e86a315813fb6d79ac607781397bdb48fa98f,author_name,Giorgio Famiglini
val-sha256-81c90be1bf9823ede8cabc3d8d8e43e6c53c1dacfdcd5b991e6cf3db38b6276b,author_name,Pierangela Palma
val-sha256-4530a89ddb1d2ce7bafcc3b1a2c32705ab2285e888da83e80ba360724b8b733a,author_name,Filippo Mangani
val-sha256-ec4f9f3d71887d23f85a1cc8b55535c03e8eae1db7332bdee922b622197ab3d4,author_name,Katrin Russe
val-sha256-9715ed7984da0eb3528869f2efb889158450d042d48de74d86671aeebd5f961b,affiliation,"European Commission Joint Research Centre Institute for Reference Materials and Measurements, B-2440 Geel, Belgium"
val-sha256-2521f50d5aae6c06f9bfe7cd25001f6af238cd79079d164075528e8ca45a33ce,author_name,Heinrich Kipphardt
val-sha256-84db9145857a0e4dbd79ef85d623bbdd0218e36cdf40579522fa396fffae0e6c,author_name,Olivier Bréas
val-sha256-722efa93d0761a878386f8f4e3f786f31bee4bb7fe15baf3ae3873c27f0fbee6,author_name,Philip D. P. Taylor
val-sha256-59bb58f19df226152678a3b50e9ee8299897c4da31e7ed8f3bc491892eff6552,author_name,Gi Hun Seong
val-sha256-a6b078f13324abd4795e5e2b7d0cfd1e9a5148f558e18844d1f3c20570fb6935,affiliation,"Department of Chemistry, Texas A&M University, P.O. Box 30012, College Station, Texas 77842-3012"
val-sha256-882fd053b3af64f584aaba36624e1a7959793e41abed92dcc6ab3bb4ab5c8682,author_name,Wei Zhan
val-sha256-4918f631b4b63dc041a17a060656459d8462b57f4742c863c6379302eab51af8,author_name,Richard M. Crooks
val-sha256-20373e7ee36c037f7a271205516fb1a4135a64f4cf042581b97bb9b88cc55dc3,author_name,Julie A. Lapos
val-sha256-df6f29ea682dabd0b498f00b435b997896ef49669515e2f5d7f2a502eadef6e1,affiliation,"152 Davey Laboratory, Department of Chemistry, Pennsylvania State University, University Park, Pennsylvania 16802"
val-sha256-a792b52dc337405e0e8d271ab70d4dff8bd63c9711ea6015d266f73b27f5abf1,author_name,Drew P. Manica
val-sha256-ef178612e96a0a3c44105bd1280b8e0e849bcdedcf7bec13b74cc9965c9998bd,author_name,Andrew G. Ewing
val-sha256-b4fb55ed848fd7c4556eb21ebb3a5b0eb2c626c25d0a1dfbc423ef7ab9bb80ef,author_name,Charles L. Brooks
val-sha256-b305757f6ac2a90a90482943f2eb400a71fc294325939a889db20a3123fa2915,affiliation,"Department of Molecular Biology (TPC-6), The Scripps Research Institute, 10550 North Torrey Pines Road, La Jolla, California 92037"
val-sha256-3b4f07e9d2495b861cd4400f449e9e39eba8172bd2a55e76f18ca594fb008910,author_name,Paolo Carloni
val-sha256-5342e55df28152d84807c14bad29885e839648b671b8bf62b173abce1201dbb6,affiliation,"International School for Advanced Studies (SISSA/ISAS) and Istituto Nazionale per la Fisica della Materia (INFM), via Beirut 4, I-34014, Trieste, Italy, Department of Chemistry, ETH-Hönggerberg HCI, CH-8093 Zurich, Switzerland, and CSCS-Centro Svizzero di Calcolo Scientifico, Via Cantonale, CH-6928 Manno, Switzerland"
val-sha256-de65d3e393720d347a6396808ca04d45bac2c66ee00fbc3ddf4a63e3ac44e3c1,author_name,Ursula Rothlisberger
val-sha256-14d6f8437daca43dca4a698ae88f602d09507bfe1b279ea894964132b22bad57,author_name,Michele Parrinello
val-sha256-60bfdc9eae2f4a729fffba324238de9cdd314fbbe4a9addbd08215f364aaeb70,author_name,Ron Elber
val-sha256-8a55a8a1f6420fb7dd589dc557b3140c88cd46e4b46b2730616deb3b9aa85012,affiliation,"Department of Computer Science, Upson Hall 4130, Cornell University, Ithaca, New York 14853"
val-sha256-68038523645eef562903e30078cc720d4f175e9415e4dd35b58f55a5fa9f65fd,author_name,Avijit Ghosh
val-sha256-f78a613b188f4db939389c03b1ae00ae6a051a3c16ecf94fff3d70a3fce2e5d2,author_name,Alfredo Cárdenas
val-sha256-9e49ed67b90e0c67ad8c8027f85a5ca7261b2e353766661441e4cc6b02fd320f,author_name,Vladimir Makarov
val-sha256-060a76ce496e1c4d7a1aa4353bed623d2b0682b1ea7a0a1779a8a6bec3ecfc7c,affiliation,"Department of Chemistry, University of Houston, Houston, Texas 77204-5641"
val-sha256-f0ba2c031e3caa872b343b8d1298d191517506878a670e8c92bc0bcdb6be4f97,author_name,B. Montgomery Pettitt
val-sha256-d623821b548f0b89863fcd69d2b0fdda89a00d0eaba994301184eacee5bfcb14,author_name,Michael Feig
val-sha256-ac3f8c7d5f5304b15a9932fe10ac36fae0654299ef82ca1a742ae7bd08ad7cba,affiliation,"Department of Molecular Biology, TPC-6, The Scripps Research Institute, La Jolla, California 92037"
val-sha256-b6731b2834dd7932c1d06ab373c06132cb3cca955a207ea7dc97b01811949bd1,author_name,Thomas Simonson
val-sha256-8ae238733a185b5cd2b4af790c6a3cddca4744098921802a4680a923603e94c6,affiliation,"Laboratoire de Biologie et G'enomique Structurales (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch-Strasbourg, France, Department of Physics, University of Cyprus, PO 20537, CY 1678, Nicosia, Cyprus, Laboratoire de Chimie Biophysique, Institut Le Bel, 4 rue Blaise Pascal, Université Louis Pasteur, 67000 Strasbourg, France, and Department of Chemistry and Chemical Biology, Harvard University, 12 Oxford Street, Cambridge, Massachusetts 02138"
val-sha256-5f6a1251c2c7c68c73bfee8f2daeb25d3b5342af469d7d995834e18b8198d9ad,author_name,Georgios Archontis
val-sha256-49748cd3001bc4ce0f0fd81226d34c8bc3cce030ac4b9c720eba4fd270c24f4a,author_name,Martin Karplus
val-sha256-2e1e8ef0baecb658d986be0133c488e0d387354ffaeaeabbb9b96904d6b3a78a,author_name,Axel T. Brunger
val-sha256-fb5c8974ca9dc386f647187339752872cb36fdee604c4ca481b66701e42b7e43,affiliation,"The Howard Hughes Medical Institute, Departments of Molecular and Cellular Physiology, Neurology and Neurological Sciences, and Stanford Synchrotron Radiation Laboratory, Stanford University, 1201 Welch Road, Stanford, California 94305, and Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, California 94720"
