doi,author_name,affiliation,ror_id
10.1080/080370502760050395,Peter Trenkwalder,"Centro di Fisiologia Clinica e Ipertensione, University of Milan, Ospedale Maggiore, Istituto Anxologico Italiano, Milano, Italy",https://ror.org/00wjc7c48
https://doi.org/10.1046/j.1472-9725.2001.00018.x,P J Thompson,"Asthma and Allergy Research Institute and Department of Medicine, University of Western Australia, Australia",https://ror.org/047272k79
10.1108/09576069610125085,David Little,"(Senior Lecturer in Manufacturing Systems at the University of Liverpool, UK.)",https://ror.org/04xs57h96
https://doi.org/10.1172/jci200111775,Kitt Falk Petersen,"Department of Internal Medicine, Yale University School of Medicine, New Haven, Connecticut, USA",https://ror.org/03v76x132
https://doi.org/10.1108/09596119910293277,Geoff Southern,"(University of Glasgow Business School, University of Glasgow, Glasgow, UK)",https://ror.org/00vtgdb53
https://doi.org/10.1103/physrevb.65.241406,F. Ercolessi,Unità INFM/SISSA,https://ror.org/004fze387
https://doi.org/10.1149/1.1482767,Y. Meng,"#N#b#N#Department of Chemistry, McGill University, Montreal, Quebec, Canada H3A 2K6 #N#",https://ror.org/01pxwe438
10.1108/00242539610122508,Ian R.M. Mowat,"(Newcastle University Library, Newcastle upon Tyne, UK)",https://ror.org/01kj2bm70
https://doi.org/10.1054/ghir.2000.0140,Peter M. Jehle,"Department of Internal Medicine, University of Ulm, Germany",https://ror.org/032000t02
10.1149/1.1393573,F. Cuevas,"Departamento Fı́sica de Materiales C-IV, Universidad Autónoma de Madrid, Cantoblanco 28049, Madrid, Spain",https://ror.org/01cby8j38
10.1108/13598549910294920,Bowon Kim,"(Assistant Professor, Graduate School of Management, Korea Advanced Institute of Science and Technology, Seoul, Korea)",https://ror.org/05apxxy63
10.1034/j.1600-0536.2002.460509.x,Holger Lessmann,"Information Network of Departments of Dermatology (IVDK)*, Georg August University, Department of Dermatology, Göttingen,",https://ror.org/01y9bpm73
10.1118/1.1485055,K. K. Brock,"Department of Radiation Oncology, University of Michigan, Ann Arbor, Michigan 48109.",https://ror.org/00jmfr291
https://doi.org/10.1054/iccn.2001.1606,T. Suominen,"National Research and Development Centre for Welfare and Health, STAKES Doc, University of Turku",https://ror.org/05vghhr25
https://doi.org/10.1039/b202620c,Hans-Dieter Brauer,"Institut für Physikalische und Theoretische Chemie, Universität Frankfurt/M., Marie-Curie-Straße 11, Germany",https://ror.org/04cvxnb49
10.1108/03068290010335217,Clem Tisdell,"The Univ. of Queensland, Brisbane, Australia",https://ror.org/00rqy9422
https://doi.org/10.1053/ejvx.2002.0155,I. Skandalos,"2nd Department of Surgery, “Papageorgiou” General Hospital, Thessaloniki, Greece",https://ror.org/01663qy58
https://doi.org/10.1093/jjco/hyf027,Yu Chien Shiau,National Taiwan University > > > >  >  >,https://ror.org/05bqach95
https://doi.org/10.1016/0925-7721(92)90025-n,Monique Teillaud,"INRIA, Valbonne cedex,",https://ror.org/02kvxyf05
10.1088/0960-1317/12/5/321,Jongpal Kim,"School of Electrical and Information Engineering, Inter-University Semiconductor Research Center, Seoul National University, San 56-1, Shinlim-dong, Gwanak-gu, Seoul 151-742, Korea",https://ror.org/04h9pn542
10.1108/01443579710176997,E.B. Grant,"Cambridge University, Engineering Department , Cambridge, UK",https://ror.org/013meh722
10.1017/s1468109902210178,Ian Marsh,"Research School of Social Sciences , Australian National University ,",https://ror.org/019wvm592
10.1108/09513559410061713,Ivan P. Hollingsworth,"(Department of Management Science, University of Stirling, Scotland, UK)",https://ror.org/045wgfr59
10.1080/080370502760050395,Lennart Hansson,"Department of Public Health and Caring Sciences, Uppsala University, Uppsala, Sweden",https://ror.org/048a87296
https://doi.org/10.1080/026404102760000035,Peter Larsson,"Department of Surgical and Perioperative Science, Sports Medicine, University of Umeå, Sweden. peter.larsson@idrott.umu.se",https://ror.org/05kb8h459
https://doi.org/10.1103/physrevb.66.045402,D. Cvetko,"Laboratorio TASC dell’Istituto Nazionale per la Fisica della Materia, Trieste, Italy",https://ror.org/02kswma64
10.1105/tpc.8.8.1409,G Schuster,"Boyce Thompson Institute for Plant Research, Cornell University, Ithaca, New York, 14853, USA.",https://ror.org/05bnh6r87
10.1108/09566160010321541,Zhi Hui Zhang,"Dept. of Civil Engineering, Tsinghua University, Beijing, China",https://ror.org/03cve4549
10.1103/physrevlett.88.257005,D. E. Sheehy,"Department of Physics & Astronomy, University of British Columbia, Vancouver, British Columbia, Canada V6T 1Z1",https://ror.org/03rmrcq20
10.1108/09566160010372770,Walter Leal Filho,"Royal Institute of Technology (KTH), Division of Regional Planning, Stockholm, Sweden",https://ror.org/026vcq606
10.1108/00251749710160124,Jorge Costa,"Research Manager (Europe) Worldwide Hospitality and Tourism Trends, Department of Management Studies, University of Surrey, Guildford, UK",https://ror.org/00ks66431
https://doi.org/10.1108/13598539610152462,Gary Salegna,Illinois State University Normal Illinois USA,https://ror.org/050kcr883
10.1074/jbc.m200347200,Ronglih Liao,"Cardiac Muscle Research Laboratory, Boston University School of Medicine, Boston, Massachusetts 02118",https://ror.org/05qwgg493
https://doi.org/10.1038/sj.ijo.0802014,T Rönnemaa,"Department of Medicine, University of Turku, Finland",https://ror.org/05vghhr25
10.1108/09654280010309012,Jenny McWhirter,"Senior Research Fellow, Health Education Unit, School of Education, University of Southampton, UK",https://ror.org/01ryk1543
https://doi.org/10.1093/hmg/11.15.1687,Michael C. Ostrowski,the Ohio State University,https://ror.org/00rs6vg23
https://doi.org/10.1074/jbc.m203141200,Gerrit J. Poelarends,"From the Department of Microbiology, Groningen Biomolecular Sciences and Biotechnology Institute, University of Groningen, Kerklaan 30, NL-9751 NN Haren, The Netherlands",https://ror.org/012p63287
https://doi.org/10.1149/1.1394009,Otto Haas,"Paul Scherrer Institute, Electrochemistry Section, CH‐5232 Villigen PSI, Switzerland",https://ror.org/03eh3y714
10.1093/aje/kwf012,S. L. Williams,"Ophthalmology, Department of Science, ORL-Odonto-Oftalmologiche, University of Parma, Parma, Italy.",https://ror.org/02k7wn190
10.1103/physreve.65.066615,Ch. Radha,"Department of Mathematics and Statistics, University of Edinburgh, The King's Buildings, Edinburgh EH9 3JZ, United Kingdom.",https://ror.org/01nrxwf90
10.1038/nri860,Jennifer Bell,"Associate Editors,",https://ror.org/007cr8911
10.1108/09596110210424466,Candice E. Clemenz,"Department of Hospitality and Tourism Management, Virginia Polytechnic Institute and State University, Blacksburg, Virginia, USA",https://ror.org/02smfhw86
10.1103/physreve.65.061106,Udo Erdmann,"Institute of Physics, Humboldt University Invalidenstraße 110, 10115 Berlin, Germany",https://ror.org/01hcx6992
https://doi.org/10.1054/plef.2000.0149,M. Farina,"Centro de Estudios Farmacolágicos y Botánicos (CEFYBO), Consejo Nacional de Investigaciones Cientificas y Técnicas (CONICET), Buenos Aires, Argentina",https://ror.org/03cqe8w59
10.1108/00251749510084653,Gerald Vinten,"(Southampton Business School, Southampton, UK)",https://ror.org/01ryk1543
https://doi.org/10.1053/rmed.2001.1284,L. KARACA,"Department of Biochemistry, Ankara University Medical Faculty, Ankara, Turkey",https://ror.org/01wntqw50
https://doi.org/10.1128/mcb.22.14.5248-5256.2002,Loredana Verdone,"Department of Molecular Biology, University of Rome ""La Sapienza,"" 00185 Rome, Italy.",https://ror.org/02be6w209
https://doi.org/10.1074/jbc.m200111200,Andrew D. Gilchrist,"Department of Biochemistry, University of Western Ontario, London, Ontario N6A 5C1 Canada",https://ror.org/02grkyz14
https://doi.org/10.1149/1.1393180,Kiyotaka Suda,"Department of Chemistry, for Materials, Mie University, Mie, Tsu 514-8507, Japan",https://ror.org/01529vy56
https://doi.org/10.1103/physrevb.66.035308,Z. Ya. Zhuchenko,"Department of Physics, Humboldt-Universität zu Berlin, Invalidenstrasse 110, D-10115 Berlin, Germany",https://ror.org/01hcx6992
https://doi.org/10.1038/nature00818,Jorge F. Genise,"CONICET, Av. Uruguay 151, 6300, Santa Rosa, La Pampa, Argentina",https://ror.org/03cqe8w59
https://doi.org/10.1149/1.1394092,Hiroki Habazaki,Hokkaido University,https://ror.org/02e16g702
10.1172/jci200113051,Eric Meffre,"Centre d'Immunologie de Marseille-Luminy, CNRS-INSERM-Université de la Méditerranée, Campus de Luminy, Marseille, France",https://ror.org/02vjkv261
10.1080/080370502760050395,Monique Breteler,"Centro di Fisiologia Clinica e Ipertensione, University of Milan, Ospedale Maggiore, Istituto Anxologico Italiano, Milano, Italy",https://ror.org/00wjc7c48
https://doi.org/10.1093/fampra/19.4.319,Stephen Buetow,"Department of General Practice and Primary Health Care, University of Auckland, Private Bag 92019, Auckland, New Zealand. s.buetow@auckland.ac.nz",https://ror.org/03b94tp07
https://doi.org/10.1149/1.1394009,Martin Lanz,"Paul Scherrer Institute, Laboratory for Electrochemistry, CH-5232 Villigen PSI, Switzerland",https://ror.org/03eh3y714
https://doi.org/10.1037//0022-006x.70.3.751,Sharon Sears,"U Kansas, Dept of Psychology, Lawrence, KS, US",https://ror.org/001tmjg57
https://doi.org/10.1074/jbc.m200147200,Kwan Yong Choi,"National Research Laboratory of Protein Folding & Engineering, Pohang University of Science and Technology, Pohang, 790-784, Korea",https://ror.org/04xysgw12
https://doi.org/10.1021/jp0257606,Saori Umemiya,"Faculty of Education and Human Sciences, Niigata University, 8050 Ikarashi-2, Niigata 950-2181, Japan.",https://ror.org/04ww21r56
https://doi.org/10.1108/09576069510093433,Jan Holmström,"Helsinki University of Technology, Helsinki. Finland",https://ror.org/040af2s02
10.1108/09596119610152014,Jorge Costa,"Research Manager (Europe) Worldwide Hospitality and Tourism Trends, Department of Management Studies, University of Surrey, Guildford, UK",https://ror.org/00ks66431
10.1037//0278-7393.28.4.631,Julia Spaniol,"Department of Psychology, The University of North Carolina at Chapel Hill, 27599, USA.",https://ror.org/0130frc33
https://doi.org/10.1053/bean.1999.0044,J. McKinlay,"Department of Anaesthetics, The General Infirmary at Leeds, Great George Street, Leeds, LS1 3EX, United Kingdom",https://ror.org/04hrjej96
10.1149/1.1393531,J. Michel,"Department of Materials Science and Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, United States of America",https://ror.org/042nb2s44
https://doi.org/10.1108/09556220210420336,Doris H. Kincade,"Virginia Tech, Blacksburg, VA, USA",https://ror.org/02smfhw86
10.1108/13598539610126605,Francis Buttle,"(Manchester Business School, Manchester, UK)",https://ror.org/027m9bs27
10.1108/09555340210414241,John March,"(John March is a Lecturer in Strategic Management at the Leeds University Business School, Leeds, UK.)",https://ror.org/024mrxd33
https://doi.org/10.1108/08858629410073162,David T. Wilson,Penn State - Smeal College of Business,https://ror.org/04p491231
https://doi.org/10.1038/nsb0702-500,Andrew D. Robertson,"the Department of Biochemistry, Roy J. and Lucille A. Carver College of Medicine, University of Iowa, Iowa City, USA",https://ror.org/036jqmy94
10.1108/01604959710164368,Gregory A. Crawford,"(Head of Public Services, Heindel Library, Penn State Harrisburg, Middletown, Pennysylvania, USA)",https://ror.org/04p491231
10.1130/0091-7613(2002)030<0747:oombds>2.0.co;2,Sarah Mearon,"Department of Geological and Environmental Sciences, Stanford University, Stanford, California 94305‐2115, USA",https://ror.org/00f54p054
https://doi.org/10.1108/02651339510102930,Tung‐lung Chang,"School of Industrial Management , New Jersey Institute of Technology , Newark, New Jersey, USA",https://ror.org/05e74xb87
10.1103/physrevd.65.124027,Alfred D. Shapere,"Department of Physics, University of Kentucky, Lexington, Kentucky 40502",https://ror.org/02k3smh20
10.1108/13660759710159767,Peter C. Coyte,"(Professor of Health Economics, University of Toronto, Ontario, Canada)",https://ror.org/03dbr7087
https://doi.org/10.1080/080370502760050412,Nicolaas J. Holwerda,"Medical Data Services Boehringer Ingelheim Pharma KG, Ingelheim, Germany",https://ror.org/00q32j219
https://doi.org/10.1103/physreve.65.061106,Udo Erdmann,"Institute of Physics, Humboldt University Invalidenstraße 110, 10115 Berlin, Germany",https://ror.org/01hcx6992
https://doi.org/10.1038/nri864,Jenny Buckland,"Associate Editors,",https://ror.org/007cr8911
https://doi.org/10.1046/j.1525-1438.2002.00084.x,Simone A. Glynn,"Centers for Disease Control and Prevention, Atlanta, Georgia",https://ror.org/042twtr12
10.1053/seiz.2001.0648,Vincent P Mathews,"Department of Radiology, Indiana University Hospital, Indianapolis, Indiana, USA",https://ror.org/05gxnyn08
10.1046/j.1524-475x.1997.50210.x,Karen St. Amand,"From the Department of Obstetrics and Gynecology, School of Medicine, University of Southern California, Los Angeles, Calif.; and",https://ror.org/03taz7m60
10.1016/0167-4838(94)00236-a,Paula Bico,"Department of Biochemistry, University of the Witwatersrand, Johannesburg South Africa",https://ror.org/03rp50x72
10.1103/physrevb.66.033201,Hiroshi Uozaki,"Physics Department, Graduate School of Science, Tohoku University, Aramaki, Aoba, Sendai 980-8578",https://ror.org/01dq60k83
https://doi.org/10.1016/s1631-0721(02)01493-6,Anthony M.J. Davis,"Dept. of Mathematics, University of Alabama, Tuscaloosa, AL 35487, USA",https://ror.org/03xrrjk67
https://doi.org/10.1108/02686909910245559,Tat Y. Lee,"(Director, University Industrial Centre, The University of Hong Kong, Hong Kong)",https://ror.org/02zhqgq86
10.1130/0091-7613(2002)030<0747:oombds>2.0.co;2,Adina Paytan,"Department of Geological and Environmental Sciences, Stanford University, Stanford, California 94305‐2115, USA",https://ror.org/00f54p054
https://doi.org/10.1088/1126-6708/2002/06/055,Martin Wolf,"Department of Physics, Duke University, Box 90305, Durham, North Carolina 27708-0305, USA",https://ror.org/00py81415
10.1108/02686909710160744,Roger K. Doost,"(Professor, School of Accountancy, Clemson University, Clemson, South Carolina, USA)",https://ror.org/037s24f05
10.1103/physreve.65.061912,Hirokazu Fujisaka,"Department of Applied Analysis & Complex Dynamical Systems, Kyoto University, Kyoto 606-8501, Japan",https://ror.org/02kpeqv85
https://doi.org/10.1161/01.cir.0000012524.44897.3a,David D. Waters,"the School of Medicine, University of California, San Francisco (C.S.)",https://ror.org/043mz5j54
https://doi.org/10.1053/ejvs.2002.1612,D. Russo,"Department of Vascular Surgery, University of Florence, Italy.",https://ror.org/04jr1s763
https://doi.org/10.1053/seiz.2001.0648,Vincent P Mathews,"Department of Radiology, Indiana University Hospital, Indianapolis, Indiana, USA",https://ror.org/05gxnyn08
10.1118/1.1487859,R. J. Schulz,"Department of Therapeutic Radiology, Yale University, Johnson, Vermont 05656",https://ror.org/03v76x132
https://doi.org/10.1108/02656710010306166,Rodney McAdam,"Rodney McAdam is Senior Lecturer, University of Ulster, Newtownabbey, UK.",https://ror.org/01yp9g959
10.1108/09590559710160382,Doris H. Kincade,Virginia Polytechnic Institute And State University,https://ror.org/02smfhw86
https://doi.org/10.1016/0167-4838(94)00199-q,Michael R. DeFelippis,"Lilly Research Laboratories, Eli Lilly and Company, Lilly Corporate Center, Drop Code 1523, Indianapolis, IN 46285, USA",https://ror.org/01qat3289
https://doi.org/10.1088/0031-9155/47/13/308,Pheng Ann Heng,"Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, NT, Hong Kong,People's Republic of China",https://ror.org/00t33hh48
10.1103/physrevb.66.033201,Yusuke Ishizaki,"Physics Department, Graduate School of Science, Tohoku University, Aramaki, Aoba, Sendai 980-8578",https://ror.org/01dq60k83
10.1017/s0965539502000232,Jenny A Westgate,"Department of Obstetrics & Gynaecology University of Auckland, New Zealand",https://ror.org/03b94tp07
https://doi.org/10.1074/jbc.m203208200,Valérie de Crécy-Lagard,"Department of Molecular Biology and The Skaggs Institute for Chemical Biology, The Scripps Research Institute, La, Jolla, California 92037",https://ror.org/02dxx6824
